Locus,mean_p,crossmatch500_n150,crossmatch1000_n150
96,0.0,1.2037696161728785e-30,0.4836456816169032
97,0.46,1.4600882701537232e-06,0.022360515618607
98,0.62,1.879886123549499e-26,0.8975934104885139
99,0.0,1.791489302730929e-28,0.6125471298438041
100,0.0,6.972812605535759e-12,0.2434943083534172
101,0.64,3.946587227974094e-21,0.4836456816169032
102,0.54,2.622711602937288e-07,0.8264751653621575
103,0.28,2.622711602937288e-07,0.6125471298438041
104,0.06,3.946587227974094e-21,0.7300736583970024
105,0.18,2.1891373068121547e-15,0.7300736583970024
106,0.76,7.55113285047831e-11,0.9447607606698496
107,0.18,5.549670323303732e-13,0.8264751653621575
108,0.06,2.1891373068121547e-15,0.8264751653621575
109,0.84,5.549670323303732e-13,0.8975934104885139
110,0.52,2.1891373068121547e-15,0.0884747940227254
111,0.5,4.337143986205486e-18,0.4836456816169032
112,0.32,5.803165383582759e-09,0.6125471298438041
113,0.1,2.1891373068121547e-15,0.8975934104885139
114,0.28,7.55113285047831e-11,0.4836456816169032
115,0.4,1.4537580228912626e-24,0.8975934104885139
116,0.3,4.337143986205486e-18,0.9879049020867204
117,0.4,4.337143986205486e-18,0.8264751653621575
118,0.0,7.55113285047831e-11,0.3564403050771985
119,0.0,2.034165714854055e-38,0.3564403050771985
120,0.06,4.337143986205486e-18,0.8975934104885139
121,0.38,3.7815155489203834e-14,0.2434943083534172
122,0.84,4.337143986205486e-18,0.8264751653621575
123,0.82,7.55113285047831e-11,0.4836456816169032
124,0.86,1.0672425798920681e-16,0.6125471298438041
125,0.0,3.946587227974094e-21,0.4836456816169032
126,0.0,1.0672425798920681e-16,0.6125471298438041
127,0.0,8.565678647612969e-23,0.7300736583970024
128,0.0,1.0672425798920681e-16,0.7300736583970024
129,0.0,1.4465852510016045e-35,0.7300736583970024
130,0.02,1.0672425798920681e-16,0.7300736583970024
131,0.0,2.034165714854055e-38,0.153278693470297
132,0.24,8.565678647612969e-23,0.4836456816169032
133,0.0,2.1891373068121547e-15,0.4836456816169032
134,0.1,1.791489302730929e-28,0.9447607606698496
135,0.0,3.7815155489203834e-14,0.8264751653621575
136,0.0,9.900422782015342e-46,0.7300736583970024
137,0.42,2.1891373068121547e-15,0.7300736583970024
138,0.7,6.972812605535759e-12,0.6125471298438041
139,0.0,1.4517975705766154e-19,0.2434943083534172
140,0.5,3.7815155489203834e-14,0.2434943083534172
141,0.76,2.1891373068121547e-15,0.153278693470297
142,0.2,4.159819683607584e-08,0.7300736583970024
143,0.32,2.1891373068121547e-15,0.2434943083534172
144,0.0,1.2037696161728785e-30,0.7300736583970024
145,0.0,3.7815155489203834e-14,0.3564403050771985
146,1.0,4.159819683607584e-08,0.8975934104885139
147,0.08,4.337143986205486e-18,0.9447607606698496
148,0.0,2.1891373068121547e-15,0.7300736583970024
149,0.9,8.565678647612969e-23,0.0097235777100825
150,0.0,1.4517975705766154e-19,0.9728675975220928
151,0.02,2.1891373068121547e-15,0.6125471298438041
152,0.14,3.7815155489203834e-14,0.153278693470297
153,0.5,5.549670323303732e-13,0.7300736583970024
154,0.0,1.4517975705766154e-19,0.2434943083534172
155,0.2,5.549670323303732e-13,0.4836456816169032
156,0.78,3.946587227974094e-21,0.7300736583970024
157,0.0,1.2037696161728785e-30,0.9879049020867204
158,0.0,3.946587227974094e-21,0.4836456816169032
159,0.68,3.946587227974094e-21,0.8264751653621575
160,0.0,5.549670323303732e-13,0.7300736583970024
161,0.0,2.034165714854055e-38,0.4836456816169032
162,0.04,3.7815155489203834e-14,0.8264751653621575
163,0.4,3.7815155489203834e-14,0.8264751653621575
164,0.4,4.337143986205486e-18,0.153278693470297
165,0.0,1.879886123549499e-26,0.7300736583970024
166,0.0,3.946587227974094e-21,0.3564403050771985
167,0.02,3.946587227974094e-21,0.8264751653621575
168,0.48,1.879886123549499e-26,0.2434943083534172
169,0.0,5.363432156886097e-33,0.8264751653621575
170,0.14,7.55113285047831e-11,0.9447607606698496
171,0.0,4.337143986205486e-18,0.6125471298438041
172,0.06,1.0672425798920681e-16,0.4836456816169032
173,0.0,1.4537580228912626e-24,0.9447607606698496
174,0.02,4.337143986205486e-18,0.4836456816169032
175,0.0,5.549670323303732e-13,0.6125471298438041
176,0.9,6.972812605535759e-12,0.8264751653621575
177,0.0,1.4537580228912626e-24,0.7300736583970024
178,0.16,2.622711602937288e-07,0.3564403050771985
179,0.0,5.803165383582759e-09,0.3564403050771985
180,0.02,1.4517975705766154e-19,0.8975934104885139
181,0.92,5.549670323303732e-13,0.4836456816169032
182,0.04,3.946587227974094e-21,0.9879049020867204
183,0.22,5.803165383582759e-09,0.3564403050771985
184,0.0,1.791489302730929e-28,0.9951213064246016
185,0.04,5.803165383582759e-09,0.3564403050771985
186,0.18,1.4537580228912626e-24,0.7300736583970024
187,0.0,1.4537580228912626e-24,0.153278693470297
188,0.52,5.803165383582759e-09,0.6125471298438041
189,0.2,7.55113285047831e-11,0.9728675975220928
190,0.06,6.972812605535759e-12,0.9728675975220928
191,0.0,4.159819683607584e-08,0.2434943083534172
192,0.02,7.090295024924208e-10,0.6125471298438041
193,0.66,1.4517975705766154e-19,0.8264751653621575
194,0.0,3.946587227974094e-21,0.9879049020867204
195,0.0,4.337143986205486e-18,0.4836456816169032
196,0.0,2.1891373068121547e-15,0.2434943083534172
197,0.0,3.946587227974094e-21,0.8975934104885139
198,0.18,3.946587227974094e-21,0.9447607606698496
199,0.02,1.4600882701537232e-06,0.8975934104885139
200,0.0,1.4537580228912626e-24,0.8264751653621575
201,0.14,1.0672425798920681e-16,0.4836456816169032
202,0.14,4.337143986205486e-18,0.8975934104885139
203,0.0,1.4537580228912626e-24,0.4836456816169032
204,0.08,5.549670323303732e-13,0.3564403050771985
205,0.0,2.1891373068121547e-15,0.4836456816169032
206,0.02,3.7815155489203834e-14,0.3564403050771985
207,0.4,5.549670323303732e-13,0.2434943083534172
208,0.0,8.565678647612969e-23,0.7300736583970024
209,0.22,3.7815155489203834e-14,0.3564403050771985
210,0.1,3.7815155489203834e-14,0.6125471298438041
211,0.0,3.946587227974094e-21,0.9728675975220928
212,0.04,1.0672425798920681e-16,0.8264751653621575
213,0.04,8.565678647612969e-23,0.4836456816169032
214,0.38,1.0672425798920681e-16,0.9447607606698496
215,0.28,7.55113285047831e-11,0.3564403050771985
216,0.44,3.7815155489203834e-14,0.9728675975220928
217,0.04,1.0672425798920681e-16,0.2434943083534172
218,0.12,7.090295024924208e-10,0.153278693470297
219,0.0,1.4600882701537232e-06,0.0884747940227254
220,0.0,8.565678647612969e-23,0.153278693470297
221,0.88,1.4537580228912626e-24,0.4836456816169032
222,0.1,4.337143986205486e-18,0.7300736583970024
223,0.0,1.4537580228912626e-24,0.4836456816169032
224,0.22,2.1891373068121547e-15,0.4836456816169032
225,0.0,1.879886123549499e-26,0.4836456816169032
226,0.0,1.4517975705766154e-19,0.2434943083534172
227,0.02,5.549670323303732e-13,0.8264751653621575
228,0.5,6.972812605535759e-12,0.8264751653621575
229,0.0,4.337143986205486e-18,0.0884747940227254
230,0.0,3.946587227974094e-21,0.8264751653621575
231,0.84,2.622711602937288e-07,0.4836456816169032
232,0.04,7.55113285047831e-11,0.0097235777100825
233,0.62,7.090295024924208e-10,0.6125471298438041
234,0.0,2.1891373068121547e-15,0.7300736583970024
235,0.3,5.549670323303732e-13,0.2434943083534172
236,0.0,1.4517975705766154e-19,0.8264751653621575
237,0.04,2.1891373068121547e-15,0.7300736583970024
238,0.12,2.1891373068121547e-15,0.9447607606698496
239,0.0,1.0672425798920681e-16,0.153278693470297
240,0.6,7.55113285047831e-11,0.8264751653621575
241,0.0,4.337143986205486e-18,0.9447607606698496
242,0.0,1.2037696161728785e-30,0.4836456816169032
243,0.28,3.946587227974094e-21,0.3564403050771985
244,0.04,6.972812605535759e-12,0.0884747940227254
245,0.22,8.565678647612969e-23,0.4836456816169032
246,0.12,7.090295024924208e-10,0.0884747940227254
247,0.18,5.549670323303732e-13,0.6125471298438041
248,0.06,8.565678647612969e-23,0.3564403050771985
249,0.0,3.7815155489203834e-14,0.3564403050771985
250,0.0,8.565678647612969e-23,0.6125471298438041
251,0.0,3.7815155489203834e-14,0.9447607606698496
252,0.16,3.7815155489203834e-14,0.153278693470297
253,0.32,6.972812605535759e-12,0.4836456816169032
254,0.0,4.337143986205486e-18,0.4836456816169032
255,0.0,6.972812605535759e-12,0.4836456816169032
256,0.08,3.7815155489203834e-14,0.7300736583970024
257,0.02,5.549670323303732e-13,0.4836456816169032
258,0.14,8.565678647612969e-23,0.4836456816169032
259,0.06,8.565678647612969e-23,0.7300736583970024
260,0.08,8.565678647612969e-23,0.9447607606698496
261,0.0,1.4465852510016045e-35,0.153278693470297
262,0.08,5.549670323303732e-13,0.8264751653621575
263,0.04,1.0672425798920681e-16,0.4836456816169032
264,0.7,5.549670323303732e-13,0.9447607606698496
265,0.04,4.337143986205486e-18,0.7300736583970024
266,0.0,1.2037696161728785e-30,0.4836456816169032
267,0.0,9.900422782015342e-46,0.6125471298438041
268,0.0,3.946587227974094e-21,0.2434943083534172
269,0.7,6.972812605535759e-12,0.4836456816169032
270,0.0,1.4537580228912626e-24,0.9447607606698496
271,0.62,3.7815155489203834e-14,0.8975934104885139
272,0.84,1.4517975705766154e-19,0.9447607606698496
273,0.0,8.565678647612969e-23,0.6125471298438041
274,0.0,1.4517975705766154e-19,0.9728675975220928
275,0.2,5.803165383582759e-09,0.8264751653621575
276,0.28,5.549670323303732e-13,0.4836456816169032
277,0.0,1.4517975705766154e-19,0.8975934104885139
278,0.0,1.4537580228912626e-24,0.8264751653621575
279,0.0,5.363432156886097e-33,0.8975934104885139
280,0.0,2.1891373068121547e-15,0.6125471298438041
281,0.08,5.549670323303732e-13,0.0884747940227254
282,0.12,2.622711602937288e-07,0.9728675975220928
283,0.0,4.337143986205486e-18,0.8975934104885139
284,0.0,2.1891373068121547e-15,0.3564403050771985
285,0.0,7.55113285047831e-11,0.0884747940227254
286,0.0,1.4517975705766154e-19,0.3564403050771985
287,0.0,5.803165383582759e-09,0.9728675975220928
288,0.16,3.7815155489203834e-14,0.153278693470297
289,0.04,6.972812605535759e-12,0.0884747940227254
290,0.0,1.4537580228912626e-24,0.9879049020867204
291,0.0,1.0672425798920681e-16,0.9447607606698496
292,0.0,4.159819683607584e-08,0.4836456816169032
293,0.04,7.090295024924208e-10,0.9879049020867204
294,0.0,1.879886123549499e-26,0.2434943083534172
295,0.0,3.946587227974094e-21,0.7300736583970024
296,0.48,2.1891373068121547e-15,0.3564403050771985
297,0.0,5.549670323303732e-13,0.7300736583970024
298,0.0,5.363432156886097e-33,0.8264751653621575
299,0.0,3.946587227974094e-21,0.8264751653621575
300,0.02,7.55113285047831e-11,0.7300736583970024
301,0.0,5.363432156886097e-33,0.9728675975220928
302,0.0,1.791489302730929e-28,0.3564403050771985
303,0.9,6.972812605535759e-12,0.4836456816169032
304,0.58,2.1891373068121547e-15,0.6125471298438041
