,Tree1,Tree2,Tree3,Tree4,Tree5,Tree6,Tree7,Tree8,Tree9,Tree10,Tree11,Tree12,Tree13,Tree14,Tree15,Tree16,Tree17,Tree18,Tree19,Tree20,Tree21,Tree22,Tree23,Tree24,Tree25,Tree26,Tree27,Tree28,Tree29,Tree30,Tree31,Tree32,Tree33,Tree34,Tree35,Tree36,Tree37,Tree38,Tree39,Tree40,Tree41,Tree42,Tree43,Tree44,Tree45,Tree46,Tree47,Tree48,Tree49,Tree50
Tree34,127.32199282947936,120.02969284060048,134.61132553976134,119.04921217680476,113.3726830575175,124.35417959762964,116.9990643373785,125.96634524011132,119.71157518416427,113.1533097791114,117.98211752709342,128.06378527270195,112.04917578261886,124.16800011188889,121.87821645622452,120.61537939522066,123.40761877535397,119.8675339250223,125.07737263556989,116.3973690936975,137.70480740171368,128.64866329029704,133.05092836121003,111.95838368825446,132.60522711992155,125.08157115310078,115.24701554570144,123.97394798276174,126.49409142967832,129.3618748934987,112.80615493098938,127.83486675172428,126.54223572088796,0.0,108.58641579206493,119.67715264575516,109.20922850851886,114.96149454005764,113.28628231397472,125.86675738876176,127.28114388821292,129.8385940469519,118.32295871126809,129.40662856493455,114.6018702674506,118.50605308716251,123.5515959403894,112.09264291128594,126.1724576283072,120.76184721317598
Tree35,113.18509847398,99.95329576304728,110.21512348185176,105.45106442696186,91.01701106842148,108.126990302474,99.56811749564852,117.87664621730308,103.49681484849584,101.52685963937948,104.722525532028,106.66929069826108,99.2929224238684,109.95456970672753,101.40266012349169,112.3104297230074,112.69808786753144,106.8450362596679,101.54500810936578,117.16355777347502,116.59373773181638,110.41086740510691,115.26691880878148,100.4338687138425,117.4286307192147,95.7054006197762,101.56132625928714,108.92286115866727,110.46673907066554,122.3917483519606,95.15993386048146,107.2855891119973,111.87387298312814,108.58641579206493,0.0,107.86595654960416,99.74685473299216,100.75671394059674,107.99712935320716,104.46260696710556,106.75757088937095,106.69656919622967,110.78168501703244,105.46421998855838,93.00170218952135,106.8622483055971,101.80824978098732,109.88198322271032,111.78883087923296,109.01189603544266
Tree36,121.99980233887533,117.9934667957791,116.49575530181728,122.06810802358892,112.88722840185385,122.31112754397844,120.90547620957705,129.5835217023847,115.10704508626792,116.60353214050994,130.53782210488845,117.64895131435452,105.49994359409835,126.55447260660053,110.14104032528056,118.75785035337024,124.01158928711862,117.8612883932534,110.31386283019631,122.94622107084076,130.33378297698314,120.1742932460722,130.19882498089305,112.13776051295883,126.64729589919638,116.93710238428932,115.93734888860908,123.51099292218622,135.75153043204529,135.63134660656718,117.34186485084656,118.97409450142476,118.45808821213085,119.67715264575516,107.86595654960416,0.0,116.97335283486264,116.01819819478564,114.7969471806961,108.8050001645824,111.05516384295308,123.40199994625324,107.6560225907424,121.81633423711848,111.35219956253856,111.82207906167748,122.27788026817292,115.0482514404481,116.2916554834636,120.20344264678334
Tree37,115.3670314390091,106.89488201909832,122.97718292113566,109.00321268616028,95.62115913938048,113.576107775546,110.41241754598563,124.20939760630272,115.81445859957915,102.9053666847158,108.60565922585918,112.6755940418104,99.58378411485654,112.58034738654813,102.7631467315218,115.4305378166394,120.62593990307433,114.43042550162951,110.31682864127195,111.419540410796,124.8592540563934,118.79083128288651,113.3309591668408,109.72289682624728,123.5570288770638,103.55629566258672,107.9332219760149,113.75987193570872,109.80745042543684,124.63635896298682,102.2668534034806,113.8986686756732,113.5801198073235,109.20922850851886,99.74685473299216,116.97335283486264,0.0,104.23632514176713,110.17300926012211,104.20472662253032,114.47603599034888,105.93620738864,104.52024218005204,118.0919809370784,96.68632163799778,111.33300982757996,110.85325184618372,117.35125862406876,116.40573579321575,111.20867605693734
Tree38,122.26059661894868,116.52787434220494,128.4468470046532,102.8553263356688,103.48384867520106,119.70354049068833,115.03587380045812,121.01573475331432,107.6827710628885,112.29885526751292,106.00051412549408,125.00375643801443,109.1763485699058,119.49278734080632,114.8034747346926,122.4475588236264,116.72527810235916,116.20914456448152,124.99821400263492,119.70305587320948,125.54889352923615,106.6150224168286,125.70828761047056,104.94896432273616,112.09633811101426,113.93530287461934,113.6950028182459,125.00419508855788,118.1962730811522,117.56683517807492,104.03247978552862,113.64487095381313,120.13747182672144,114.96149454005764,100.75671394059674,116.01819819478564,104.23632514176713,0.0,107.5955159196238,111.09862339166968,104.4557503624662,117.29994428055046,106.14519063274317,119.50388333466586,105.4842570021253,112.58580149471857,121.06187316048464,111.15325439531928,119.55967233396576,119.15131976820769
Tree39,118.98059068056348,107.8955014966073,125.57033284405308,116.80601877442705,106.89958068806352,126.90354423631416,111.17010693056964,124.7904434592844,116.30629366498287,115.734390591893,119.1355029403399,109.51050838339508,107.60643756667268,122.11175820212586,109.69235732708287,129.50312517618224,118.6538717780894,117.92526763897706,120.250501976418,120.3280170877734,127.86533492351792,114.60744476609494,107.4433094397036,120.1460426661274,123.25720793542428,121.51085510191804,103.05356836786672,131.96218874719062,123.81657631996556,126.84417000361849,102.95116869164,123.13138685138485,114.59881293656196,113.28628231397472,107.99712935320716,114.7969471806961,110.17300926012211,107.5955159196238,0.0,114.41043540196635,117.75699830702244,123.49611630854815,106.02669487660934,110.98112822157152,108.53652420449689,109.1378470726108,121.3296158913336,114.7604226251122,116.28624265756088,119.39527366966148
Tree40,111.68350551942426,109.6819040106842,116.1611419449972,113.51793701501364,99.57505682760556,122.04768690440284,114.37600305987304,128.06165856093713,112.13350949939344,108.63091178106346,107.2631760395968,102.91639226039138,97.00829098189011,121.22542821109866,110.21997502671792,119.43898403738798,118.04362357098158,114.42873277414182,112.99176501681345,120.55701895302988,131.0691733396484,107.12686695755484,116.27101786809352,102.42338101029485,127.32437575301468,111.11823139073633,115.4657677077599,118.54150782393272,124.40490920727386,114.72607847985796,115.4270395361964,114.89194794799448,119.93622052027835,125.86675738876176,104.46260696710556,108.8050001645824,104.20472662253032,111.09862339166968,114.41043540196635,0.0,110.1670863526132,115.50236498710603,110.26865006885234,111.7286657850215,110.1384015485876,108.10888515109129,107.22607679100943,118.0808591781958,118.67488816012356,117.0174670120337
Tree41,104.05212376094642,111.99700080557746,116.05431789073975,114.10381597338636,105.92780863278703,114.90823917466696,114.53177607078902,116.04167875713638,114.20315164315278,106.7595538360084,119.21383761404196,109.82047080578036,107.6434208379466,119.65590028550592,114.33687703524528,110.3013331730969,129.4266076028439,121.0887662030601,116.24738770292008,124.18865950866083,116.33312572200876,114.12710544406484,125.43566902521086,110.56693849557846,118.40257521388509,114.13234611079876,117.95834844425002,122.59808448487247,124.40016222166028,114.81316010104936,116.91114337944882,108.348163322676,119.49282245112558,127.28114388821292,106.75757088937095,111.05516384295308,114.47603599034888,104.4557503624662,117.75699830702244,110.1670863526132,0.0,119.52239487560117,109.21240261732372,109.91552953770965,99.53270085239284,108.98846840200162,120.6614905672012,112.19855089429927,115.92351302463577,113.9442353886306
Tree42,129.80890868623783,111.1575394825723,125.7470634387044,129.68761281884304,113.60928455779784,126.54681035814356,118.47092006026357,133.4307012165634,127.26004342141329,109.95034109996232,115.45162735184516,117.5204442570512,106.81613828964792,113.75286574587894,105.91040029222044,127.77751221186196,135.35853640229186,125.8389731840013,126.38415063397144,126.48345304824764,125.45977469622603,126.8097709645822,123.47727023162344,112.43417831765122,134.71086696250774,118.03484595241376,111.39547912967738,132.73789668025435,129.2233532771361,133.4425243014826,109.7117512936827,121.55524828707088,127.02538905433842,129.8385940469519,106.69656919622967,123.40199994625324,105.93620738864,117.29994428055046,123.49611630854815,115.50236498710603,119.52239487560117,0.0,116.64135277222236,119.50443518143912,114.16931792349465,124.26878202761328,116.68534974594267,113.43674333693502,127.50511499635915,115.3863368813406
Tree43,113.3125789556085,116.01748243723044,112.6428862575022,108.2569631913792,109.19872055291216,107.6800501335704,106.15362875037071,117.64712618296922,111.0234473653056,110.11909237748053,113.7198383169409,99.8741933868279,99.70269985515893,122.01725748439937,105.63530910136384,115.14320539021442,116.5184576935506,109.59799402851434,119.55140435661204,118.08807495911093,126.5767406501106,104.55199613009216,124.68112153119452,102.21012491758329,112.848940169088,116.23089306735925,101.81253756259804,124.90275917496972,120.05753014120404,113.68303755113756,101.78328015692196,104.83334596828148,108.72739796847422,118.32295871126809,110.78168501703244,107.6560225907424,104.52024218005204,106.14519063274317,106.02669487660934,110.26865006885234,109.21240261732372,116.64135277222236,0.0,106.53336683050097,108.2871163220314,110.13755845907188,120.13010441196188,102.87532381195636,110.66810535683368,108.22939688109682
Tree44,116.4641612737082,110.01345948554436,120.38331779532392,117.71986189777776,117.89881595238312,118.2428517185883,109.80269335886476,124.6550488519016,119.96885010383951,122.80161367347414,105.84453479934284,97.83706942810704,107.34069510422758,120.6169964811002,108.76678880418052,117.13508839059229,116.77054969329356,120.83245637496464,111.3334133949349,127.58554215742792,124.77468378422414,101.11268183574242,121.228743729285,115.7814228374496,131.0907647843818,115.19319834326876,113.58718255854802,118.52393914425998,122.33171758276184,119.78981190214571,111.30190771410238,127.2999117589599,120.3024593216162,129.40662856493455,105.46421998855838,121.81633423711848,118.0919809370784,119.50388333466586,110.98112822157152,111.7286657850215,109.91552953770965,119.50443518143912,106.53336683050097,0.0,110.64772344023494,112.11392891162136,122.8486803983135,115.7548475140932,117.089142531415,122.32091613978828
Tree45,105.78011557465037,112.46497018925068,121.56275445970476,112.37360859176918,100.57492227925472,104.12875160208674,106.12893457838008,103.3093879782697,114.21608278572263,115.96345273225882,116.42853652226904,104.41932293260896,99.75493952140324,126.87469292291412,100.049005010675,108.5501221914804,113.62591247072984,110.78263584865938,110.9882148703065,115.15583204029228,122.90541859193124,110.95136477031508,119.64606990603714,109.39129537625428,119.0823030156074,92.34676230337206,99.70731628951236,110.00683244205186,107.37180448598328,118.83931767042404,97.53898976989724,116.41669779619278,108.99866906817928,114.6018702674506,93.00170218952135,111.35219956253856,96.68632163799778,105.4842570021253,108.53652420449689,110.1384015485876,99.53270085239284,114.16931792349465,108.2871163220314,110.64772344023494,0.0,104.27332140277336,108.48215553991666,109.7261208441154,116.11023240781722,115.95970384086196
Tree46,107.623312763511,107.09933559657232,116.37026404211552,115.6000272068576,98.82853012054748,115.76293426715552,114.48280352003074,124.46477821296104,114.05075382411894,124.70919076381864,118.97201190756402,116.0043725604144,86.13851434185166,129.0810679356005,110.37912666387784,108.48041475752044,116.08924760685046,119.3309042111821,114.3044386745438,123.3115468003769,122.32065057842878,105.89353920172869,121.56396947142228,116.72753341404068,123.04513062067336,101.10014524972382,112.837353036606,114.17346847594284,121.50692197027212,125.73570266806814,106.55135905044808,116.8629111048804,116.53374700067076,118.50605308716251,106.8622483055971,111.82207906167748,111.33300982757996,112.58580149471857,109.1378470726108,108.10888515109129,108.98846840200162,124.26878202761328,110.13755845907188,112.11392891162136,104.27332140277336,0.0,118.77396940533436,114.28434259356196,110.4831012161666,125.6341619792428
Tree47,112.61936373313095,113.0987960148242,127.15142112305485,125.76251478542753,101.16401522547758,128.123419790159,110.68228885440465,129.68974105334834,121.34041504292406,98.92024610249088,110.67995523796353,99.45649579333327,111.06283061367236,108.61677188812304,109.2582288051122,125.90864067518989,124.36640440918184,128.32202310551577,112.62331327197604,121.176816544695,115.90604680941648,108.55500319578616,121.15271577269787,112.30982274585904,135.56060289777423,110.91159762024728,107.90596482985634,123.49784036189568,128.35469523658537,125.96108888229472,115.68863106079404,106.16384929281472,125.83551704675702,123.5515959403894,101.80824978098732,122.27788026817292,110.85325184618372,121.06187316048464,121.3296158913336,107.22607679100943,120.6614905672012,116.68534974594267,120.13010441196188,122.8486803983135,108.48215553991666,118.77396940533436,0.0,123.673456151084,127.5833396639494,108.903450264785
Tree48,130.59395681223498,115.00759270119826,122.28084839892,120.31732893341474,114.54024064204935,119.88308342822006,113.62718373527169,122.39619845306358,125.74660822452825,117.41914126176256,110.83424961239828,118.3321554954669,106.13552693436968,109.49375996555744,108.02907924045064,114.2891119284785,124.63169094742996,120.92903825414848,122.28092898908277,118.7069218135632,134.69283923976232,121.27741167577764,126.28091143238048,107.1078916979934,130.88932831647568,115.58359626167083,102.98878231267354,130.14262971977394,124.35822988576362,120.6521875506657,101.8793505688898,119.02905578484722,117.79775261242284,112.09264291128594,109.88198322271032,115.0482514404481,117.35125862406876,111.15325439531928,114.7604226251122,118.0808591781958,112.19855089429927,113.43674333693502,102.87532381195636,115.7548475140932,109.7261208441154,114.28434259356196,123.673456151084,0.0,117.1618978400812,118.64828383650485
Tree49,117.3384539678798,105.02880208855966,125.19104010928122,118.1181780861211,109.08309764245617,116.63601944331111,116.18817385893072,135.93110058931936,117.89054927716204,125.6949993958157,123.73938123904792,127.47918947201852,108.62205863765118,121.04347106715652,112.92433476046249,125.24075696771573,131.72749245623018,124.6415065233298,123.75233375105178,126.389980882391,127.25144755405522,114.259789822152,129.5199075844057,104.51687393404168,128.9751146332503,122.09224669734655,108.51132796227594,130.07263823378128,117.61565864143394,133.1157270865352,107.81741753929936,120.6817324020288,112.21610785229444,126.1724576283072,111.78883087923296,116.2916554834636,116.40573579321575,119.55967233396576,116.28624265756088,118.67488816012356,115.92351302463577,127.50511499635915,110.66810535683368,117.089142531415,116.11023240781722,110.4831012161666,127.5833396639494,117.1618978400812,0.0,115.48921547179486
Tree50,117.95757017194924,115.50133480657982,124.34898453914252,118.05278205204236,107.57364274851344,120.46114281277175,106.78974120633382,129.92398531366385,123.44284657048009,107.12302881836388,120.91154913257154,122.57590670070876,114.64428746084462,118.4320508509381,116.93918212737996,126.9652388178906,135.8367537589115,122.95509317434872,127.00374752026848,121.36057486224286,115.94692079988668,123.37357469284522,124.30634116383663,104.94574840719208,133.44543522815803,120.20942737505592,112.93110335076284,136.5348575015035,123.88488166441302,133.34466126640368,110.20748478514282,117.08024943021204,123.704098895068,120.76184721317598,109.01189603544266,120.20344264678334,111.20867605693734,119.15131976820769,119.39527366966148,117.0174670120337,113.9442353886306,115.3863368813406,108.22939688109682,122.32091613978828,115.95970384086196,125.6341619792428,108.903450264785,118.64828383650485,115.48921547179486,0
